Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Suites_Reservasi_Foreigner,Chrome 148.0.7778.168,,,22-05-2026 10:58:43,22-05-2026 10:59:16,33.678s,FAILED
,,,,,,,
Test Cases/TC01 - Login,Chrome 148.0.7778.168,,,22-05-2026 10:58:43,22-05-2026 10:59:14,30.748s,PASSED
"openBrowser("""")",Chrome 148.0.7778.168,,,22-05-2026 10:58:43,22-05-2026 10:58:46,2.630s,PASSED
"navigateToUrl(""https://app.nci.co.id/siora/"")",Chrome 148.0.7778.168,,,22-05-2026 10:58:46,22-05-2026 10:58:46,0.424s,PASSED
delay(5),Chrome 148.0.7778.168,,,22-05-2026 10:58:46,22-05-2026 10:58:51,5.061s,PASSED
"click(findTestObject(""Login_OR/Page_SIORA/button_Login""))",Chrome 148.0.7778.168,,,22-05-2026 10:58:51,22-05-2026 10:58:52,0.594s,PASSED
delay(5),Chrome 148.0.7778.168,,,22-05-2026 10:58:52,22-05-2026 10:58:57,5.013s,PASSED
"setText(findTestObject(""Login_OR/Page_SIORA/input_enter your email""), ""herykuswanto03@gmail.com"")",Chrome 148.0.7778.168,,,22-05-2026 10:58:57,22-05-2026 10:58:58,0.825s,PASSED
delay(5),Chrome 148.0.7778.168,,,22-05-2026 10:58:58,22-05-2026 10:59:03,5.013s,PASSED
"setEncryptedText(findTestObject(""Login_OR/Page_SIORA/input_""), ""qkk5RTyihrJfVaznnNKVlg=="")",Chrome 148.0.7778.168,,,22-05-2026 10:59:03,22-05-2026 10:59:03,0.395s,PASSED
delay(5),Chrome 148.0.7778.168,,,22-05-2026 10:59:03,22-05-2026 10:59:08,5.009s,PASSED
"click(findTestObject(""Login_OR/Page_SIORA/button_Sign In""))",Chrome 148.0.7778.168,,,22-05-2026 10:59:08,22-05-2026 10:59:09,0.352s,PASSED
delay(5),Chrome 148.0.7778.168,,,22-05-2026 10:59:09,22-05-2026 10:59:14,5.005s,PASSED
,,,,,,,
Test Cases/TC03 - Reservasi Foreigner,Chrome 148.0.7778.168,,,22-05-2026 10:59:14,22-05-2026 10:59:14,0.802s,FAILED
"click(findTestObject(""Reservasi_OR/Page_SIORA/img_Komodo Reservation""))",Chrome 148.0.7778.168,,,22-05-2026 10:59:14,22-05-2026 10:59:14,0.364s,PASSED
"click(findTestObject(""Page_SIORA/button_I have known and read all the regulations""))",Chrome 148.0.7778.168,,,22-05-2026 10:59:14,22-05-2026 10:59:14,0.345s,FAILED
